Symbol,Exchange
XIN420.FGI,FGI
^NQESLMT,NIM
^QWLD-IV,ASE
^NQUSS601010,NIM
NIFTY_MIDCAP_100.NS,NSI
03LN.Z,ZRH
^DWCPF,DJI
Q2FW.Z,ZRH
ZREBD_CFMNTLER.IS,IST
^NQEMEA35,NIM
^SPGTIHCN,SNP
7S07.Z,ZRH
SFS12D.SW,EBS
SMLSEL.BO,BSE
Q2D0.Z,ZRH
DE000SL0JP22.SG,STU
Q5RW.Z,ZRH
^NYSCNL,NYS
^NQUSB40301030N,NIM
FHBY.Z,ZRH
^KMOONP,SNP
DE000SL0GVR1.SG,STU
^FDD-EU,ASE
^COR90D,WCB
27IK.Z,ZRH
^DBEZ-IV,ASE
^SPGMRCGT,SNP
^NQUSL50202020,NIM
931380.SS,SHH
^NYP,NYS
^XRLV-EU,ASE
DE000SL0D3T4.SG,STU
DE000SL0J7W3.SG,STU
DE000SL0J262.SG,STU
DE000SL0JDW3.SG,STU
3QBP.Z,ZRH
40H5.Z,ZRH
ECO50.AS,AMS
DE000SL0CJW5.SG,STU
^RCCIUSD,WCB
^SPBDA05T,SNP
^DJTLABT,DJI
^NYGBIG,NIM
DE000SL0LV38.SG,STU
Q09S.Z,ZRH
^NQTW45N,NIM
DE000SL0N108.SG,STU
^SLDR-EU,ASE
SDN71T.SW,EBS
32YU.Z,ZRH
DE000SL0ETV2.SG,STU
FHB0.Z,ZRH
NIFTY_IND_DIGITAL.NS,NSI
^CEFD-CP,ASE
^DFAR-EU,ASE
^DJGREY,DJI
DL3T.DE,GER
^NDXJPYMH,NIM
^BILS-EU,ASE
^NQMEA5510T,NIM
^CORI2020,NYS
^IIAKTL,SNP
DE000SL0N6A5.SG,STU
DE000SL0BJD7.SG,STU
^NQUSB50202025N,NIM
^DJCICTT,DJI
DE000A0JZNS1.SG,STU
^SPASACUT,SNP
STA10D.SW,EBS
^CRSPCD1,NIM
Q3SB.Z,ZRH
DE000SL0DWM7.SG,STU
^SPPHQUP,SNP
^DFVX-IV,ASE
09UY.Z,ZRH
Q2A7.Z,ZRH
XTAST_CFNNTLTL.IS,IST
^YLDANTR,NIM
DE000SL0GT47.SG,STU
082E.Z,ZRH
931136.SS,SHH
QO9H.Z,ZRH
EB5520.FGI,FGI
FHEI.Z,ZRH
^SPTRDPUN,SNP
DE000SL0KPS3.SG,STU
^NQEMASIA4050LMT,NIM
^J202.JO,JNB
^BBAG-EU,ASE
^RITA-NV,ASE
Q5N9.Z,ZRH
DE000SL0GZS0.SG,STU
A1XX.Z,ZRH
^NQUSL4020,NIM
DE000SL0C3H0.SG,STU
09FR.Z,ZRH
DE000SL0H6G0.SG,STU
^NQTR40N,NIM
^NQUSB40202010LM,NIM
ST335P.SW,EBS
^BSJQ-EU,ASE
^R2ICBIBS,WCB
^R1KPGROT,WCB
^BUYO-NV,ASE
02UJ.Z,ZRH
^NQEMEA55LMT,NIM
^NQPELMN,NIM
DE000SL0H9T7.SG,STU
Q0B8.Z,ZRH
Q8BW.Z,ZRH
DE000SL0LV95.SG,STU
DE000SL0CLJ8.SG,STU
^IDCOT7TR,NYS
DE000SL0LKE2.SG,STU
Q7QX.Z,ZRH
DE000SL0FEZ2.SG,STU
^EFIX-NV,ASE
^SPUST2MP,SNP
^NQLA55N,NIM
FHHP.Z,ZRH
DE000SL0ADS0.SG,STU
Q6W3.Z,ZRH
3BWD.DE,GER
I2PD.DE,GER
^XOVR-NV,ASE
DE000SL0MBW1.SG,STU
^NYSMINO,NYS
^SPDSEEUT,SNP
^ERY-NV,ASE
^SHOC-TC,ASE
^NQUSS55103025,NIM
Q2BH.Z,ZRH
^NQUSS101020N,NIM
0ES4.Z,ZRH
^PGJ-NV,ASE
DE000SL0J882.SG,STU
036L.Z,ZRH
4UO4.Z,ZRH
X100S_CFCPTLUS.IS,IST
^FDVV-IV,ASE
980068.SZ,SHZ
^DJGYLDT,DJI
Q5M.Z,ZRH
ITLMS3510.MI,MIL
DE000SL0LWH0.SG,STU
^ECNS-IV,ASE
^NQUSS35102070N,NIM
DE000SL0CNH8.SG,STU
058Y.Z,ZRH
^AYMVR,ASX
^SP1500-60108050,SNP
^SP500-40201060,SNP
OGEA.Z,ZRH
^SPUDIHCN,SNP
^STREAMN,NYS
^OCMDRWE,SNP
0767.Z,ZRH
DE000SL0GQ16.SG,STU
DE000SL0E6W0.SG,STU
^SPXESQEN,SNP
DE000SL0JDF8.SG,STU
^GRPZ-EU,ASE
^NQXAUHAUDNMH,NIM
^OMXCCAPGI,STO
^NQASPA45T,NIM
^DJCIBRP,DJI
IPOSEM.FGI,FGI
^NQES60T,NIM
000105.SS,SHH
04DT.Z,ZRH
^FLJP-EU,ASE
0326.Z,ZRH
^SX15GI,NIM
DE000SL0CKV5.SG,STU
^FREL-NV,ASE
^KLX-TC,ASE
^NQDMASPA4510T,NIM
^SCIO-NV,ASE
^NQUSB101010LMT,NIM
UBMAN.AS,AMS
^KNTCEDET,SNP
^DJUSCF,DJI
DE000SL0KD15.SG,STU
^NQHK30,NIM
^OGIGXN,NYS
^NQEMKRN,NIM
^RMICICBRE,WCB
^JETU-EU,ASE
17UN.Z,ZRH
Q2CM.Z,ZRH
^SP1500-35102020,SNP
GPFF003.FGI,FGI
^DPST-IV,ASE
^RLVTRP,WCB
1OSH.Z,ZRH
^NQDMASPAN,NIM
^EIPX-TC,ASE
Q5FP.Z,ZRH
ENFRN.PA,PAR
^SP600-203010,SNP
^SP600G,SNP
^SP400-45301010,SNP
H30552.SS,SHH
DE000SL0A9X6.SG,STU
DE000SL0KFP0.SG,STU
^TSLY-NV,ASE
^NQEURO,NIM
Q4ML.Z,ZRH
DE000SL0JDE1.SG,STU
BPP24.SW,EBS
08ZY.Z,ZRH
^DJUSDR,DJI
^NQUSL20103010T,NIM
PB673.SW,EBS
^NZ10G,NZE
3DPQ.Z,ZRH
^CATH-EU,ASE
^NYSLCBET,NYS
^TWDOW,DJI
^CGIE-EU,ASE
^NQGILIAUD,NIM
DE000SL0L870.SG,STU
^A1CYC,DJI
^SPGPREN,SNP
^CLODI,NYS
^SPAB-NV,ASE
^NQUSL50202020T,NIM
^SLYV-EU,ASE
SDNY.SW,EBS
XKMYA_CFNNTLTL.IS,IST
^TIP-NV,ASE
DE000SL0ECH7.SG,STU
^GVZ,WCB
XULAS_CFNNTLTL.IS,IST
DE000SL0CWZ1.SG,STU
DE000SL0BXP2.SG,STU
^NQUSB55103025,NIM
00O4.Z,ZRH
^NQUSB10102030,NIM
IR0118.TWO,TWO
DE000SL0BSS6.SG,STU
H30053.SS,SHH
^NE25.OS,OSA
^SPCRU2BRAEUSD,SNP
Q32S.Z,ZRH
^JKDBX,JKT
SBD34T.SW,EBS
^NQMEAMCT,NIM
^MGV-TC,ASE
^RU1DFNRE,WCB
DE000SL0FSE7.SG,STU
^NQXAUAGRT,NIM
DE000SL0JRJ0.SG,STU
DE000SL0EDZ7.SG,STU
^NQUSS50101010N,NIM
DE000SL0N157.SG,STU
DE000SL0CAS2.SG,STU
CPGD3.PA,PAR
DE000SL0M5U6.SG,STU
DE000SL0L8N6.SG,STU
^NQLA4020T,NIM
^XNDXNNRCAD,NIM
^NQGB65LMT,NIM
^NQUSB551030,NIM
AB8Q.Z,ZRH
Q5H3.Z,ZRH
Q7CR.Z,ZRH
^CRITNTR,NYS
DE000SL0CZR1.SG,STU
Q7GY.Z,ZRH
DE000SL0BP87.SG,STU
^NQG5020N,NIM
0F82.Z,ZRH
399316.SZ,SHZ
CU.MX,MEX
ST13Y.SW,EBS
^NQDMXKRMC,NIM
DE000SL0HEN4.SG,STU
^AVDV-NV,ASE
3BQ6.DE,GER
DE000SL0D174.SG,STU
2OOE.Z,ZRH
^R1ICBOGC,WCB
^FVD-NV,ASE
281T.Z,ZRH
^SPCLLHCT,SNP
H50021.SS,SHH
^SPSFFIT,SNP
DE000SL0GZ56.SG,STU
^AFMC-NV,ASE
NIFTY_TOTAL_MKT.NS,NSI
DE000SL0AKX5.SG,STU
DE000SL0BQH3.SG,STU
^NQUSB50101035LM,NIM
Q5QL.Z,ZRH
^RIYJC,WCB
Q8BD.Z,ZRH
^NQUSB65101015T,NIM
^NMFSM,NIM
Q6N0.Z,ZRH
^NQASIA40T,NIM
^SPDHGEEP,SNP
^NQBE50T,NIM
^RETL-NV,ASE
^DRLLT1T,SNP
058W.Z,ZRH
^BTC-IV,ASE
^AYSYI,ASX
^CEW-NV,ASE
^NQCNNEWCNYT,NIM
^FCPI-IV,ASE
PRLF.SW,EBS
^SPWEXPUT,SNP
^OCTT-EU,ASE
^NQUSL50206015N,NIM
^SP400-20102010,SNP
^SPDFFITR,SNP
09FS.Z,ZRH
^CGGR-TC,ASE
^NQUSB50202020,NIM
^FDSNGTR,NYS
35KT.Z,ZRH
^UPRO-IV,ASE
1OS9.Z,ZRH
^NHTR.OS,OSA
^SPXEWHIT,SNP
DE000SL0LCA7.SG,STU
PIQI.Z,ZRH
DE000SL0LHT6.SG,STU
064N.Z,ZRH
TUTI.AS,AMS
^NQSESCN,NIM
^NQUSS404010N,NIM
^NG28.OS,OSA
^OILU-TC,ASE
^NQASPA4050LM,NIM
^SPPREHGT,SNP
0DOS.Z,ZRH
DE000SL0E7H9.SG,STU
7S0U.Z,ZRH
000904.SS,SHH
^SPCRU2BRLAUSD,SNP
^SPGNGEOT,SNP
0A90.Z,ZRH
Q7NL.Z,ZRH
JMIN.FGI,FGI
^NQUSS402030T,NIM
DE000SL0JPZ0.SG,STU
DE000SL0L6P5.SG,STU
950092.SS,SHH
^NQEMEA4510LMT,NIM
^NQEM3020N,NIM
^EDIV-IV,ASE
931719.SS,SHH
Q2QK.Z,ZRH
DE000SL0EAP4.SG,STU
PZ509.SW,EBS
Q3GD.Z,ZRH
DE000SL0DQK3.SG,STU
E3X551030.FGI,FGI
^MLPFD5,NYS
DE000SL0AS36.SG,STU
^TEMP-EU,ASE
Q2JG.Z,ZRH
^R2GICBBIOT,WCB
^DJUSIQ,DJI
09VY.Z,ZRH
FQCDN100.FGI,FGI
DL38.DE,GER
^NYSTMBE,NYS
DE000SL0L3N7.SG,STU
^TOTI,TAI
^ETHD-IV,ASE
^IVV-IV,ASE
^SPBNPSP,SNP
DE000SL0JWV5.SG,STU
^NQTR50LMT,NIM
Q5WB.Z,ZRH
^NSLITPN,NIM
DE000SL0DF46.SG,STU
DE000SL0HZJ7.SG,STU
^NYTMNL,NYS
DE000SL0GMU4.SG,STU
^FEX-IV,ASE
^SPLB-NV,ASE
A9ZK.Z,ZRH
^FIDUSLVP,NYS
^XLF-TC,ASE
FTSED.AT,ATH
DE000SL0MY18.SG,STU
FMIBL2.FGI,FGI
^BANKT,NIM
^HX5510GI,NIM
Q4FM.Z,ZRH
^XBI-NV,ASE
^SET100FF.BK,SET
^NYSSCDET,NYS
ECBTC.AS,AMS
^SPGEGDEN,SNP
^PP-EU,ASE
DE000SL0JYD9.SG,STU
047A.Z,ZRH
^PCRB-NV,ASE
94MH.Z,ZRH
Q18D.Z,ZRH
^NQUSL303010T,NIM
Q5SN.Z,ZRH
BNS27.SW,EBS
Q196.Z,ZRH
^MBSD-NV,ASE
DE000SL0KS42.SG,STU
^SIXU,WCB
Q4TL.Z,ZRH
FHB5.Z,ZRH
^IMCG-TC,ASE
SPBYMAIG60.BA,BUE
SPISZ.SW,EBS
399392.SZ,SHZ
DE000SL0L2S8.SG,STU
^NQDMASPA3030LM,NIM
1OOW.Z,ZRH
^FN35GI,NIM
^SPFRXPEN,SNP
^NEAR-IV,ASE
08Y4.Z,ZRH
Q1K9.Z,ZRH
^SPEUHDAN,SNP
^NQKR35,NIM
^ICE5MTT,NYS
IX0143.TW,TAI
DE000SL0B1P8.SG,STU
DE000SL0BS01.SG,STU
^NQUS700SCN,NIM
^NQFR65LM,NIM
DE000SL0E2N8.SG,STU
^CRSPMC1,NIM
^VDE-NV,ASE
^NQUSB4030T,NIM
^SP400-20106020,SNP
^RCCVUSD,WCB
^IXVNTR,NYS
931008.SS,SHH
06ZP.Z,ZRH
DE000SL0K3A5.SG,STU
DE000SL0DA25.SG,STU
DE000SL0L9M6.SG,STU
OX74.Z,ZRH
DE000SL0MQ42.SG,STU
^NQRSKEMN,NIM
093D.Z,ZRH
Q2GL.Z,ZRH
PU.MX,MEX
06FD.Z,ZRH
SPI2510N.SW,EBS
^NQHKLC,NIM
^CX201030PI,NIM
^NQLA4520T,NIM
^PUSH-NV,ASE
H50003.SS,SHH
^KWEB-NV,ASE
^PSI-TC,ASE
^SPFRCFEN,SNP
04DP.Z,ZRH
^NYSCSET,NYS
^SCJ-IV,ASE
DE000SL0KY93.SG,STU
^DGT-NV,ASE
OSEBX.OL,OSL
4N68.DE,GER
^SP1500-25302020,SNP
^NQUSB3030T,NIM
DKUW.FGI,FGI
7S0W.Z,ZRH
^SP1500-25201020,SNP
CEE1G.AS,AMS
DE000SL0A3R1.SG,STU
DE000SL0JYN8.SG,STU
^NQNO60LM,NIM
^RU3000DFTR,WCB
^NQASIA40LM,NIM
^OMRXTBILL30,STO
^PHEQ-EU,ASE
^IBDY-NV,ASE
XGIDA_CFNNTLTL.IS,IST
CPAB4.PA,PAR
^RATE-NV,ASE
^MFEM-NV,ASE
XIN4502060.FGI,FGI
DE000SL0DJB7.SG,STU
3EFK.Z,ZRH
^LOUP-EU,ASE
UKXM.L,FSI
DE000SL0F187.SG,STU
DE000SL0BRL3.SG,STU
^SP400-4520,SNP
^PGRO-EU,ASE
^BKCDRIT,SNP
^AVEE-TC,ASE
DE000SL0CJX3.SG,STU
DE000SL0DKP5.SG,STU
DE000SL0DZG2.SG,STU
DE000SL0CLM2.SG,STU
^XSD-EU,ASE
DE000SL0G0R1.SG,STU
^NFEVOLT,SNP
^NQDXBRT,NIM
DE000SL0MHS6.SG,STU
DE000SL0LED7.SG,STU
^NQZA45LM,NIM
^NQUSB50101010T,NIM
^NQASIA50,NIM
^WCMI-NV,ASE
SG03P.PA,PAR
46YE.Z,ZRH
^UGL-IV,ASE
DE000SL0K3J6.SG,STU
DE000SL0MJP8.SG,STU
000681.SS,SHH
^SRS-IV,ASE
^CICCBUYN,FGI
^NQEUROZ50N,NIM
0323.Z,ZRH
0MKT.Z,ZRH
JPCLE.PA,PAR
^DWCRTL,DJI
^BKSCPT,SNP
DE000SL0CVW0.SG,STU
DE000SL0JWG6.SG,STU
STA11T.SW,EBS
^HIPS-EU,ASE
^NQINTELN,NIM
^NQNA3030LMN,NIM
^NQUSS20N,NIM
^TWII,TAI
^NQUSL45101020,NIM
^SP600-4530,SNP
BEPFINN.SG,STU
^RSCCVTR,WCB
^NQCL65LM,NIM
^SPCBMIRKEUSD-TR,SNP
^DJSTELT,DJI
^FELC-EU,ASE
Q4KP.Z,ZRH
DE000SL0JWE1.SG,STU
^SCHA-NV,ASE
^AVRE-IV,ASE
^NQEUROZ4510LMN,NIM
^NQFR20N,NIM
^ROBOJP,NYS
SG105T.SW,EBS
WCAMP.PA,PAR
^YMAG-EU,ASE
^NQDK50LMT,NIM
399970.SS,SHH
DE000SL0LEU1.SG,STU
DE000SL0N6K4.SG,STU
^FLTW-NV,ASE
00Z7.Z,ZRH
DE000SL0MKW2.SG,STU
Q78U.Z,ZRH
4N72.DE,GER
^SPGPRIZP,SNP
DE000SL0HKP6.SG,STU
UKXUSDSP.FGI,FGI
^SSET.BK,SET
^NZAC-EU,ASE
DE000SL0B0A2.SG,STU
0475.Z,ZRH
7400.DE,GER
^NYSTMNO,NYS
DE000SL0K9C8.SG,STU
SM105D.SW,EBS
DE000SL0FPH6.SG,STU
FUCICN.FGI,FGI
DE000SL0AVB8.SG,STU
^OMRXTBOND35,STO
^SX302010GI,NIM
^VALQ-IV,ASE
^SPXELSEN,SNP
^RNSCGJPTR,WCB
DE000SL0DHU1.SG,STU
DE000SL0L763.SG,STU
^SPXQ5DUN,SNP
DE000SL0LXR7.SG,STU
WHR.TW,TAI
^SPMCILT,SNP
DE000SL0JZJ3.SG,STU
SDA57D.SW,EBS
^CVIE-TC,ASE
^FAZ-IV,ASE
^SG3IC2LT,SNP
^ICE5CINT,NYS
^JHCR-TC,ASE
^SPDSECUT,SNP
^JEGCCH-A,NYS
DE000SL0A0J4.SG,STU
20OT.Z,ZRH
^TMFC-IV,ASE
064V.Z,ZRH
^KENERGY,SNP
SF105D.SW,EBS
^HBTA-NV,ASE
^RWJ-TC,ASE
^SPGC3MP,SNP
DE000SL0C630.SG,STU
IX0162.TW,TAI
^MORT-NV,ASE
^PIEQ-IV,ASE
^NQUSM45102020T,NIM
Q7EG.Z,ZRH
^SP5LVTUN,SNP
AARD.Z,ZRH
0ZT7.Z,ZRH
S0SG.Z,ZRH
^FELC-NV,ASE
^TOB,NYS
SAA51P.SW,EBS
^DFSB-TC,ASE
^GDMAUDNR,NYS
^DJSHMBT,DJI
^RNWZ-TC,ASE
^R2ICBPGD,WCB
DE000SL0ERC6.SG,STU
7T5C.Z,ZRH
^DJIEWTR,NYS
01Y6.Z,ZRH
^IBHY,WCB
^DFSB-NV,ASE
^MLCXENSP,NYS
SAMP.PA,PAR
^ROBO-NV,ASE
CA10S.PA,PAR
^NQUSS3030N,NIM
^TR20DT,DJI
ORFU.Z,ZRH
DE000SL0GFN3.SG,STU
^DISO-NV,ASE
^MSLC-TC,ASE
Q5RZ.Z,ZRH
^SGIXPAPE,SNP
^ROBOUS,NYS
ADDB.VI,VIE
DE000SL0MDV9.SG,STU
05XD.Z,ZRH
FRAW3Q.FGI,FGI
^BKXTR,NIM
^DSTL-TC,ASE
^LT100LG,NYS
S71D.SW,EBS
^ASIA-NV,ASE
SX4K.Z,ZRH
^SPMCCCT,SNP
Q5E5.Z,ZRH
^VIG-IV,ASE
SPI6015N.SW,EBS
^R2ICBTEQT,WCB
^SP5HPEEP,SNP
^RJMG-TC,ASE
^DJUSBK,DJI
0IOB.Z,ZRH
4036.Z,ZRH
^FAS-IV,ASE
^IYM-NV,ASE
S59FT.SW,EBS
DE000SL0CLL4.SG,STU
^NQSSOGN,NIM
N3031.FGI,FGI
^MLCXIMTR,NYS
Q18L.Z,ZRH
Q5JJ.Z,ZRH
SAN15T.SW,EBS
399006.SZ,SHZ
^NYACNLT,NYS
^SPGSLV,SNP
XTAST.IS,IST
XK050_CFCNTLTL.IS,IST
IRTMIDCAP.MX,MEX
DE000SL0MP50.SG,STU
DE000SL0GHF5.SG,STU
^KMOONN,SNP
^NQAU10,NIM
^SP500-352010,SNP
EZWTN.AS,AMS
^SPRFI10,WCB
000922.SS,SHH
^NQJP4510LMN,NIM
DE000SL0FPE3.SG,STU
047D.Z,ZRH
DB233.SW,EBS
0EWV.Z,ZRH
^FIIG-NV,ASE
^NQDMASPA3010LMT,NIM
^ETHT-IV,ASE
^OMXS30GI,STO
DE000SL0HPL4.SG,STU
Q5MM.Z,ZRH
^NQUSL4010,NIM
DE000SL0MDS5.SG,STU
^METAL,NIM
^FIAX-NV,ASE
DE000SL0D141.SG,STU
SBF34Y.SW,EBS
Q3Z5.Z,ZRH
AC-09.MX,MEX
DE000SL0FUR5.SG,STU
CPABP.PA,PAR
DE000SL0AXT6.SG,STU
SFC13Y.SW,EBS
^TMF-TC,ASE
^SPEPABET,SNP
0MKM.Z,ZRH
^SPCCT3HP,SNP
^LT50SV,NYS
^GSIE-IV,ASE
DE000SL0DX51.SG,STU
SAN05P.SW,EBS
^SAMT-TC,ASE
DE000SL0LRH0.SG,STU
^UYG-NV,ASE
DE000SL0B5B9.SG,STU
^DVY-EU,ASE
^EUDG-TC,ASE
^DWAMLVCHT,NIM
^NQUSB35102030LMN,NIM
^SPTMTSUP,SNP
DE000SL0M1T7.SG,STU
064B.Z,ZRH
33TZ.Z,ZRH
^SE30,DJI
DE000SL0CVK5.SG,STU
DE000SL0MV78.SG,STU
34XH.Z,ZRH
B3L.MC,MCE
SPX4000G.SW,EBS
UTEC.AS,AMS
^NQJP45LMN,NIM
^JPSE-IV,ASE
DE000SL0JFV0.SG,STU
ST335Y.SW,EBS
^RPV-NV,ASE
^SP1500-25504050,SNP
^NBSM-EU,ASE
^EFAS-IV,ASE
DE000SL0F0Q4.SG,STU
^KOCG-EU,ASE
^NQEMEA3030T,NIM
^SPMCHOP,SNP
^DMX-IV,ASE
DE000SL0C8C0.SG,STU
3DQD.Z,ZRH
^TYLG-NV,ASE
DE000SL0D356.SG,STU
09UD.Z,ZRH
0JET.DE,GER
DE000SL0J0W8.SG,STU
DE000SL0EB07.SG,STU
^R25ICBBMTR,WCB
399001.SZ,SHZ
DE000SL0BGW3.SG,STU
^AVRMENEQ,WCB
^NQDXEUROEUR,NIM
^NQEU4040,NIM
DE000SL0FY09.SG,STU
^BUXX-EU,ASE
^NQDMEU55LM,NIM
^SPXCTFCP,SNP
^XHS-EU,ASE
^NQSG45T,NIM
^SPGPRSI,SNP
^SP400-20103010,SNP
^SPDSEHEP,SNP
^NQEMEU55,NIM
^SREITGUN,SNP
^NQG45,NIM
SNA35P.SW,EBS
^SP400-20104010,SNP
DE000SL0DJV5.SG,STU
DE000SL0JUM8.SG,STU
^NQZA55T,NIM
DE000HS7LLY9.SG,STU
Q5GV.Z,ZRH
^EUM-IV,ASE
^ERAEMEUP,SNP
DE000SL0N165.SG,STU
Q7MW.Z,ZRH
Q25Y.Z,ZRH
^RMICICBHCTR,WCB
DE000SL0HUV3.SG,STU
^NQNDMVP,NIM
^SPGSUE,SNP
DE000SL0ENH4.SG,STU
^HOME.BK,SET
Q190.Z,ZRH
Q1WQ.Z,ZRH
Q7MZ.Z,ZRH
^SPGBPHUN,SNP
^NQKR20T,NIM
EBSTG.PA,PAR
Q7NS.Z,ZRH
^IAUM-NV,ASE
DE000SL0C5Q6.SG,STU
BDRX.SA,SAO
Q1X2.Z,ZRH
^NFGIPRI,SNP
DE000SL0GHW0.SG,STU
^NQSE50N,NIM
DE000SL0M902.SG,STU
DE000SL0L8H8.SG,STU
^NQUSM10102020T,NIM
SGKEP.PA,PAR
DE000SL0C0U9.SG,STU
DAE22.SW,EBS
^NQEMASIA3020LM,NIM
DE000SL0GJD6.SG,STU
^CORITR19,NYS
^SP400-5020,SNP
BEPXUKN.SG,STU
DE000SL0H9Y7.SG,STU
^NQDM3020N,NIM
DE000SL0BK41.SG,STU
^SPBAC15T,SNP
DE000SL0L482.SG,STU
AIG22.SW,EBS
^DWCIOG,DJI
049J.Z,ZRH
^DFSE-NV,ASE
^SPCCT3UN,SNP
DE000SL0CVR0.SG,STU
^SPG120045WMNTR,SNP
DE000SL0M4Q7.SG,STU
^DJGSDCN,DJI
DE000SL0ABT2.SG,STU
DE000SL0BCR2.SG,STU
^R2KPVALT,WCB
^HARD-NV,ASE
^IBMR-IV,ASE
^SJB-EU,ASE
^NQTHMCN,NIM
^SP7BF10J,WCB
DE000HS7LLK8.SG,STU
SSROG.FGI,FGI
Q7MP.Z,ZRH
Q7K.Z,ZRH
DE000SL0JF32.SG,STU
2OLT.Z,ZRH
^IWS-EU,ASE
ESGFN.PA,PAR
DE000SL0LQC3.SG,STU
^MSLC-NV,ASE
^NQDELMAUD,NIM
^NQTR50LMGBP,NIM
^SP600-5510,SNP
DE000SL0JLS4.SG,STU
^UITB-EU,ASE
^R1VDYTR,WCB
^IIDKRY,SNP
DE000SL0K6R2.SG,STU
A9B0.Z,ZRH
^BKEMT,SNP
^SPTERDET,SNP
^MLCX3CRS,NYS
^FMNY-NV,ASE
18QU.Z,ZRH
^FIGB-EU,ASE
^NQUSB55101015,NIM
^KDRN-NV,ASE
^DVGTCADH,NIM
^SPSIADN,SNP
^NQSG35N,NIM
^SDAXAT,SNP
DE000SL0F0B6.SG,STU
^NQDM4020N,NIM
SPISPC.SW,EBS
X100C_CFCNTLER.IS,IST
IX0142.TW,TAI
09JM.Z,ZRH
DE000SL0F4M5.SG,STU
^NQUSB101020N,NIM
DE000SL0BWH1.SG,STU
^SPEU-NV,ASE
DE000SL0HTL6.SG,STU
DE000SL0MSH6.SG,STU
^E2UTI,DJI
SSEVO.FGI,FGI
SX3L.Z,ZRH
Q1U4.Z,ZRH
^NFTY-IV,ASE
^PRVS-EU,ASE
^VIOO-EU,ASE
^NQUSS20103015N,NIM
EGAS.FGI,FGI
Q1VJ.Z,ZRH
^DJUSPC,DJI
TRF241.SW,EBS
DE000SL0AR29.SG,STU
06QX.Z,ZRH
DE000SL0AHZ6.SG,STU
DE000SL0ATQ0.SG,STU
^NQFRLC,NIM
GEISAC.FGI,FGI
^SGC3MCCT,SNP
^NYSMIDEN,NYS
DE000SL0C846.SG,STU
^SPRF05,WCB
^SPG55CUN,SNP
06ZQ.Z,ZRH
^RUESM3NE,WCB
^NQUSB20103015LMT,NIM
^XNDX12NC,NIM
^CIISEMEP,SNP
DE000SL0D5T9.SG,STU
^DJUSNTR,DJI
^LT50MG,NYS
XFIX.SA,SAO
SGS2P.PA,PAR
SDNM1D.SW,EBS
^STPZ-EU,ASE
^LSOIL,NYS
^SP400-10102030,SNP
SPI4000G.SW,EBS
OGEC.Z,ZRH
000044.SS,SHH
^XHS-TC,ASE
DE000SL0DMS5.SG,STU
^NETRCADMH,NIM
DE000A0G9BW1.SG,STU
^NQDMASPA4510LMT,NIM
^NOMXNTPNI,STO
^SPDSETET,SNP
DE000SL0CKS1.SG,STU
Q5PW.Z,ZRH
DE000SL0DPE8.SG,STU
^NQUSL50202020N,NIM
^COPX-TC,ASE
Q5HY.Z,ZRH
^DJNAJOD,DJI
AD02.FGI,FGI
DE000SL0GF35.SG,STU
DE000SL0GZA8.SG,STU
^ICFSABEN,NYS
^XSHQ-TC,ASE
^SPCMINTR,SNP
^NQEUROZ4050LM,NIM
Q7CU.Z,ZRH
^SP6QUT,SNP
^IBLDDF3E,NYS
05ZC.Z,ZRH
DE000SL0GYQ7.SG,STU
DAPPT.AS,AMS
DE000SL0M415.SG,STU
^SP400-251020,SNP
^NQDE60T,NIM
000692.SS,SHH
SPI2015N.SW,EBS
^NQDMEU3010T,NIM
^NQDMASPA4050LMN,NIM
^JPRE-NV,ASE
^MLPA-TC,ASE
^JDIV-NV,ASE
^DWIDXTR,NIM
DE000HG4CBM5.SG,STU
DE000SL0FN28.SG,STU
Q2F2.Z,ZRH
^DWCMTG,DJI
Q6CN.Z,ZRH
DE000SL0ETZ3.SG,STU
^NQJP20,NIM
^SP600-50201040,SNP
DE000SL0F6G2.SG,STU
000071.SS,SHH
DE000SL0DAQ4.SG,STU
Q6NT.Z,ZRH
DE000SL0FQ58.SG,STU
^DJBNALP,DJI
^OAIM-EU,ASE
^NQNL35T,NIM
01E7.Z,ZRH
SPI2525P.SW,EBS
Q2G3.Z,ZRH
01SW.Z,ZRH
399550.SZ,SHZ
A7TK.Z,ZRH
^NQDM5010N,NIM
DE000SL0F1D0.SG,STU
DE000SL0K3Z2.SG,STU
^NQUSB15N,NIM
Q5LK.Z,ZRH
^EQL-TC,ASE
DE000SL0FG84.SG,STU
^ITDC-NV,ASE
^SPGPRNGT,SNP
DE000SL0FMY8.SG,STU
000827.SS,SHH
^SPROME09,WCB
^SDOG-EU,ASE
^NYSTMIE,NYS
EIASG.PA,PAR
DE000SL0F7B1.SG,STU
H30332.SS,SHH
^OMX,STO
^EWUS-IV,ASE
DE000SL0KXS7.SG,STU
09F8.Z,ZRH
^SPGPDEET,SNP
0Z7Q.Z,ZRH
^DWXRT,DJI
H11086.SS,SHH
TPAB5.PA,PAR
0J7I.Z,ZRH
^SPXQVMGT,SNP
DE000SL0LDP3.SG,STU
SAN51P.SW,EBS
^DXD-EU,ASE
F4GTTE.TW,TAI
35KX.Z,ZRH
IX0050.TWO,TWO
^NQDK20LMN,NIM
399616.SZ,SHZ
Q30Y.Z,ZRH
^NQUSL351020T,NIM
